f0,log_threshold,threshold,weber_fraction
250.0,-10.142322440119633,3.937724525402934e-05,2.7294599016736143e-05
287.1745887492586,-10.403780575396105,3.031764792003027e-05,2.1014812985109543e-05
329.87697769322324,-10.44051828656391,2.9224057919318765e-05,2.0256778517024898e-05
378.9291416275989,-10.422608919461274,2.9752157146915664e-05,2.0622836489625485e-05
435.2752816480612,-10.587966821209571,2.521763967527376e-05,1.747968860921212e-05
499.9999999999988,-10.726835223016241,2.1947984982114753e-05,1.5213299630500998e-05
574.3491774985158,-10.937454632159485,1.777967455286292e-05,1.2324007227615397e-05
659.7539553864449,-11.008277756474445,1.6564018813509682e-05,1.1481368849652895e-05
757.858283255196,-11.043036865150512,1.5998159635033787e-05,1.1089140729225733e-05
870.5505632961202,-11.36212242670829,1.1627676147958075e-05,8.059723417774833e-06
999.999999999995,-11.448775719636695,1.0662520530767817e-05,7.390723354872009e-06
1148.698354997029,-11.340901112227115,1.187706756779262e-05,8.232589785439615e-06
1319.5079107728864,-11.500797430078665,1.0122018777276084e-05,7.016073389598532e-06
1515.7165665103882,-11.815644924404454,7.388063324465626e-06,5.121028375576486e-06
1741.101126592236,-11.560180397367883,9.538442008032181e-06,6.611566041092587e-06
1999.9999999999848,-11.599980098945082,9.166270152878173e-06,6.353594496744108e-06
2297.396709994052,-11.883268166662129,6.904976553704152e-06,4.786176483806415e-06
2639.0158215457664,-11.595614891196746,9.20637028540168e-06,6.381389967557993e-06
3031.433133020769,-11.224251507731228,1.3346565024901559e-05,9.251176709135223e-06
3482.202253184464,-11.277228180812598,1.2657910771522701e-05,8.773833652941931e-06
3999.99999999996,-10.389937346573701,3.0740260469734506e-05,2.130775188113887e-05
4594.793419988092,-7.614356465393697,0.0004933180473805491,0.0003420004824956635
5278.03164309152,-6.415505944827661,0.0016359919770330069,0.001134626428381802
6062.866266041523,-6.5147609680290595,0.001481409961494509,0.0010273625137575682
6964.404506368911,-6.259296910769166,0.0019125900454777943,0.001326585534765945
7999.999999999901,-4.7814429621192085,0.008383892595647051,0.005828189709296661
9189.586839976162,-3.856578847723547,0.021140199791204867,0.014761155355080602
