f0,log_threshold,threshold,weber_fraction
250.0,-10.056510806410904,4.290548836011567e-05,2.97402605200503e-05
287.1745887492586,-10.227600013623396,3.615844547223491e-05,2.5063438615191558e-05
329.87697769322324,-10.237114284988374,3.581605558780876e-05,2.4826106112207924e-05
378.9291416275989,-10.533205079471136,2.6637113254767143e-05,1.846361040125366e-05
435.2752816480612,-10.740392640811836,2.165243495445851e-05,1.5008436866414954e-05
499.9999999999988,-10.350268019055978,3.19842162493607e-05,2.217001506688021e-05
574.3491774985158,-10.499087797006231,2.7561579641502845e-05,1.9104413707227152e-05
659.7539553864449,-10.857015288940065,1.9268955336059832e-05,1.3356311258316822e-05
757.858283255196,-10.88032978696762,1.882490582460944e-05,1.3048515527858129e-05
870.5505632961202,-11.056180155877266,1.5789266947625772e-05,1.094434575676928e-05
999.999999999995,-11.196690477099462,1.371952609972488e-05,9.509696051512861e-06
1148.698354997029,-10.300217380723808,3.362578479374155e-05,2.330788954862939e-05
1319.5079107728864,-10.482234884858864,2.8030008631243172e-05,1.9429110196478305e-05
1515.7165665103882,-10.109269043360161,4.07005462853976e-05,2.821186685220134e-05
1741.101126592236,-7.718431535583238,0.0004445573297180893,0.0003081911408258087
1999.9999999999848,-6.583836069827648,0.0013825356063867525,0.0009587599743754449
2297.396709994052,-6.3348170477774435,0.001773470269247593,0.0012300317862681265
2639.0158215457664,-6.235193321161262,0.0019592504131471663,0.001358971465873715
3031.433133020769,-6.500659758962801,0.0015024476126329575,0.0010419597899535837
3482.202253184464,-6.413757787714192,0.0016388544493419106,0.001136612796191594
3999.99999999996,-6.212457484123104,0.0020043058570574546,0.0013902444488671506
4594.793419988092,-6.130949733853107,0.002174514769413926,0.001508395266943241
5278.03164309152,-6.427139509842597,0.0016170698373846467,0.0011214958051790624
6062.866266041523,-6.390702154092117,0.0016770782205402554,0.0011631379610288484
6964.404506368911,-6.3313661560808505,0.00177960089505278,0.0012342864482290938
7999.999999999901,-4.79772147056155,0.008248520149351077,0.0057338142309619755
9189.586839976162,-4.1519792184249145,0.01573324611794721,0.010965136417155685
