f0,log_threshold,threshold,weber_fraction
250.0,-5.880398819046724,0.002793670883672676,0.0019383011782756476
287.1745887492586,-6.185012910563164,0.0020600749557356628,0.0014289551321358118
329.87697769322324,-6.1041139485561215,0.0022336596308580197,0.0015494540408309554
378.9291416275989,-6.056643134254949,0.002342250325287083,0.0016248428380793989
435.2752816480612,-6.000447465665465,0.0024776432682918187,0.0017188469727462685
499.9999999999988,-6.176358209372374,0.0020779816657470894,0.001441384931002876
574.3491774985158,-6.495837128144897,0.0015097108627014928,0.0010469995496944495
659.7539553864449,-6.458893343574196,0.0015665283601693182,0.0010864244480650598
757.858283255196,-6.154001819293931,0.0021249610221451094,0.0014739960070933034
870.5505632961202,-6.366856222565032,0.001717550342900257,0.0011912241221536668
999.999999999995,-6.267001879052979,0.0018979102262323961,0.0013163968129084047
1148.698354997029,-6.294395224056152,0.0018466257502217508,0.001280802960732741
1319.5079107728864,-6.565715263732312,0.001407816630521183,0.00097630039946206
1515.7165665103882,-6.476155736876122,0.001539718399297488,0.0010678211828352158
1741.101126592236,-6.50075447388848,0.0015023053151579436,0.0010418610540932072
1999.9999999999848,-6.591375567895199,0.0013721511777349752,0.0009515551617693685
2297.396709994052,-6.721640030743472,0.0012045610759207175,0.0008352867714425116
2639.0158215457664,-6.216404514401764,0.0019964103932196844,0.0013847641369484354
3031.433133020769,-6.5123864381137295,0.0014849317934578332,0.0010298061725797503
3482.202253184464,-6.364292335498157,0.0017219595980118433,0.0011942840302725521
3999.99999999996,-6.330183437214619,0.0017817069077707133,0.0012357480278561983
4594.793419988092,-6.173505486588498,0.002083918034771167,0.0014455056479107942
5278.03164309152,-6.354091327771189,0.001739615220643905,0.0012065366658766674
6062.866266041523,-6.30530278271362,0.0018265930242152716,0.001266899644957853
6964.404506368911,-6.318601100794726,0.0018024632077643286,0.0012501530812172312
7999.999999999901,-5.237464544491559,0.005313712452110899,0.0036899760649016233
9189.586839976162,-4.148063258540384,0.015794977668850574,0.01100839558089417
