f0,log_threshold,threshold,weber_fraction
250.0,-10.218474336105132,3.6489925976854664e-05,2.529320917754596e-05
287.1745887492586,-10.333795600585798,3.2515436876340025e-05,2.2538237377744963e-05
329.87697769322324,-10.645666379211908,2.3803774933524176e-05,1.6499655599577778e-05
378.9291416275989,-10.781947085891193,2.07711181661212e-05,1.439754563747897e-05
435.2752816480612,-10.961800425522963,1.7352040931971516e-05,1.2027590579943848e-05
499.9999999999988,-10.606118301687886,2.476403146563888e-05,1.7165265911112115e-05
574.3491774985158,-10.853946030400849,1.9328187594825794e-05,1.3397368480605465e-05
659.7539553864449,-11.16328650239753,1.4185553045715432e-05,9.832724439329255e-06
757.858283255196,-11.396440983880224,1.1235400742146208e-05,7.78781667176709e-06
870.5505632961202,-10.999738925575553,1.670606174640905e-05,1.1579826643348667e-05
999.999999999995,-11.447834162090858,1.067256463524034e-05,7.397685449106461e-06
1148.698354997029,-11.739640173836971,7.971481691574217e-06,5.525425324615085e-06
1319.5079107728864,-11.667893203477744,8.564428071611102e-06,5.936426791475213e-06
1515.7165665103882,-11.626633166191453,8.925187999136038e-06,6.186488033854687e-06
1741.101126592236,-11.818563707776137,7.3665306080395215e-06,5.106102957563863e-06
1999.9999999999848,-11.7180051772471,8.145823816070607e-06,5.6462707516136135e-06
2297.396709994052,-11.834086644703081,7.253063368866865e-06,5.027453062078635e-06
2639.0158215457664,-11.98127419829362,6.26035166261428e-06,4.339354519267147e-06
3031.433133020769,-11.266131780811564,1.2799150187918797e-05,8.871734219928484e-06
3482.202253184464,-11.436395784816112,1.0795342306040217e-05,7.482789078583352e-06
3999.99999999996,-10.738601281523154,2.1691257006677112e-05,1.5035346666580907e-05
4594.793419988092,-7.3162277386660755,0.0006646647773174794,0.00046081665980501896
5278.03164309152,-6.2932903108761105,0.0018486672389779986,0.001282219826313824
6062.866266041523,-6.299487616835365,0.0018372459097714916,0.0012742930446516532
6964.404506368911,-5.80527466621946,0.003011627447151333,0.0020896814211517345
7999.999999999901,-4.916089769555452,0.00732772800474597,0.0050921149790568165
9189.586839976162,-4.053486050845729,0.017361745095883077,0.01210694753378494
