f0,log_threshold,threshold,weber_fraction
250.0,-10.017769722373224,4.460031115588582e-05,3.091505779040382e-05
287.1745887492586,-9.783993091462312,5.634635010422198e-05,3.905707641727041e-05
329.87697769322324,-9.789744554634488,5.602320631230142e-05,3.8833081485778465e-05
378.9291416275989,-9.697432428217146,6.144104700229069e-05,4.258859536876436e-05
435.2752816480612,-9.60188647583326,6.760108830671005e-05,4.685860159248101e-05
499.9999999999988,-9.257489544144706,9.539450849191208e-05,6.612462073851688e-05
574.3491774985158,-8.686079942463424,0.0001689209097101479,0.00011709390725966884
659.7539553864449,-7.803108534680771,0.0004084632811701088,0.000283165255419604
757.858283255196,-6.310189975770923,0.0018176878897491434,0.00126071927515925
870.5505632961202,-6.350140313776113,0.0017465020607686512,0.001211316030615528
999.999999999995,-6.085960798463118,0.002274577863133718,0.0015778607471741424
1148.698354997029,-6.58482175486023,0.0013811735331304164,0.000957814952402325
1319.5079107728864,-6.458955041698786,0.001566431711288937,0.0010863573833868045
1515.7165665103882,-6.3098089119123255,0.0018183806768998262,0.001261200084136771
1741.101126592236,-6.4555610090132864,0.001571757264154613,0.0010900527923320968
1999.9999999999848,-6.356237885374791,0.0017358850413193843,0.0012039479863645841
2297.396709994052,-6.3963211050233495,0.0016676812256617205,0.0011566169056607123
2639.0158215457664,-6.756342871839443,0.0011634763851251723,0.000806785652601727
3031.433133020769,-6.553458779732124,0.0014251776879567219,0.000988345988524486
3482.202253184464,-6.288570134802131,0.0018574139004997187,0.0012882903422333225
3999.99999999996,-6.38190691348651,0.0016918935838418129,0.0011734191856482834
4594.793419988092,-6.57888859378622,0.0013893926166358562,0.0009635174599094132
5278.03164309152,-6.186738777333215,0.0020565226071476935,0.0014264893162465597
6062.866266041523,-6.420864194639761,0.0016272493667916117,0.0011285596553838317
6964.404506368911,-6.305366428391817,0.001826476773162933,0.0012668189637863314
7999.999999999901,-5.303033384063833,0.004976475427170244,0.0034553860412742665
9189.586839976162,-4.05382779626564,0.017355812812737924,0.012102785813898453
