f0,log_threshold,threshold,weber_fraction
250.0,-5.7934605550436284,0.003047418150019191,0.0021145417955910073
287.1745887492586,-6.011654013219653,0.002450032441169108,0.0016996758933012224
329.87697769322324,-6.038550431771689,0.002385013649084347,0.0016545327178387748
378.9291416275989,-5.996618514078469,0.00248714822982214,0.0017254466561165138
435.2752816480612,-5.9200998718968645,0.002684932014309866,0.00186278588975064
499.9999999999988,-6.341638975683718,0.0017614129567461133,0.0012216640490883002
574.3491774985158,-6.165399441007858,0.0021008790197333755,0.001457279170051784
659.7539553864449,-6.053522052190069,0.002349572100756301,0.0016299261651895325
757.858283255196,-6.028405221300571,0.002409333269774383,0.0016714178272532187
870.5505632961202,-6.148692346898882,0.0021362734489664783,0.0014818487725005713
999.999999999995,-6.238935213722923,0.0019519328079842214,0.0013538924084233184
1148.698354997029,-6.225390336185417,0.0019785513644129896,0.001372368136302482
1319.5079107728864,-6.344564295417239,0.0017562677899629706,0.0012180933407150984
1515.7165665103882,-6.532796205312723,0.0014549318683770803,0.0010089906113530667
1741.101126592236,-6.260197235789387,0.0019108688677323827,0.0013253909233212902
1999.9999999999848,-6.527986428617165,0.0014619466219471051,0.0010138577858165299
2297.396709994052,-6.387437917075366,0.0016825615459157158,0.0011669431405825215
2639.0158215457664,-6.4461307672085,0.0015866494231818555,0.0011003865557333015
3031.433133020769,-6.2917498936757275,0.0018515171522548775,0.0012841977705291274
3482.202253184464,-6.528689451194323,0.001460919201657423,0.0010131449105710288
3999.99999999996,-6.579907881233058,0.0013879771476904043,0.0009625353867481756
4594.793419988092,-6.26770556905603,0.0018965751555725385,0.001315470194679147
5278.03164309152,-6.569623447346629,0.0014023253620659385,0.0009724904334151852
6062.866266041523,-6.230388334265082,0.001968687239465707,0.0013655214860333054
6964.404506368911,-5.9471871351206635,0.002613180714333782,0.0018129602733130135
7999.999999999901,-5.20979023659097,0.00546281946709961,0.003793715903258832
9189.586839976162,-4.038816791430081,0.01761830621873108,0.012286951192096218
