f0,log_threshold,threshold,weber_fraction
250.0,-10.2749454839169,3.448640105621494e-05,2.3904437366217834e-05
287.1745887492586,-10.37335867388959,3.125414114599473e-05,2.16639544763364e-05
329.87697769322324,-10.490819359108386,2.779041560537772e-05,1.926303375321403e-05
378.9291416275989,-10.638404077492327,2.3977274369237417e-05,1.6619918235871722e-05
435.2752816480612,-10.707200209687123,2.2383192631605344e-05,1.5514967220298104e-05
499.9999999999988,-10.991325585998577,1.684720844183525e-05,1.167766321508168e-05
574.3491774985158,-11.26946866013164,1.2756512146904546e-05,8.842179520351934e-06
659.7539553864449,-11.15422715534015,1.4314648772528825e-05,9.922207662160787e-06
757.858283255196,-11.27048596407283,1.2743541495487689e-05,8.833188870349673e-06
870.5505632961202,-11.439748528631766,1.0759208895767325e-05,7.457743119942961e-06
999.999999999995,-11.536310552635936,9.768862244956709e-06,6.7712822473531276e-06
1148.698354997029,-11.40778892623977,1.1108622757262135e-05,7.69994018856579e-06
1319.5079107728864,-11.699373535446615,8.299016572300838e-06,5.752456483820723e-06
1515.7165665103882,-11.64879909909801,8.729529369784979e-06,6.0508669768033485e-06
1741.101126592236,-11.707586488678931,8.23113626775977e-06,5.705405172529154e-06
1999.9999999999848,-11.806591723741626,7.455252624454524e-06,5.167600688915641e-06
2297.396709994052,-11.79541836982683,7.5390199098307905e-06,5.225664048369438e-06
2639.0158215457664,-11.819124824736118,7.3623982822466004e-06,5.103238633008544e-06
3031.433133020769,-11.332478263440798,1.1977528802907825e-05,8.30222478298559e-06
3482.202253184464,-10.894648328435823,1.8557281199436622e-05,1.2863009870134334e-05
3999.99999999996,-9.897025226231246,5.032416260939298e-05,3.488265981266281e-05
4594.793419988092,-9.423104322198197,8.083469248100545e-05,5.603190891334542e-05
5278.03164309152,-6.924319323150019,0.0009835723852985234,0.0006819928772077155
6062.866266041523,-6.463897589224818,0.0015587086496313255,0.0010809983638091492
6964.404506368911,-6.216332892726075,0.0019965533845979896,0.001384863388273594
7999.999999999901,-4.667703532652548,0.009393817370435917,0.006532542610910852
9189.586839976162,-3.7548735933780044,0.023403408768087233,0.016354297929902284
