f0,log_threshold,threshold,weber_fraction
250.0,-5.903945136754077,0.00272865862482295,0.0018931517858549185
287.1745887492586,-6.198018949043062,0.002033455026744918,0.001410477407474131
329.87697769322324,-6.010042748872049,0.002453983273154644,0.0017024190596852673
378.9291416275989,-5.988083818468935,0.0025084661243686686,0.001740248699933833
435.2752816480612,-5.951959027559769,0.002600740602085921,0.0018043218489804946
499.9999999999988,-6.35954158492515,0.0017301596613639326,0.001199974685370142
574.3491774985158,-6.142523432653672,0.002149492668872487,0.0014910252575293104
659.7539553864449,-6.122875968901948,0.002192142355282066,0.0015206322834915298
757.858283255196,-6.279675937401919,0.001874007791665911,0.001299807235270345
870.5505632961202,-6.347208618964955,0.001751629784585877,0.0012148746095870244
999.999999999995,-6.509878791583544,0.0014886601502640147,0.0010323931372591133
1148.698354997029,-6.393774879418448,0.0016719329289000627,0.0011595673747355484
1319.5079107728864,-6.197353195193547,0.0020348092579991046,0.001411417413480054
1515.7165665103882,-6.340712103328257,0.0017630463185642966,0.0012227975929883783
1741.101126592236,-6.4804656988326155,0.0015330965517787378,0.0010632263772338835
1999.9999999999848,-6.4538863309202235,0.0015743916568767057,0.0010918808063491436
2297.396709994052,-6.862301659181055,0.0010465024664957894,0.0007256433859670341
2639.0158215457664,-6.573682964050863,0.001396644138147618,0.0009685486872412774
3031.433133020769,-6.572005568170683,0.0013989888292088247,0.0009701754786624051
3482.202253184464,-6.361628052822287,0.0017265535021495316,0.0011974720899501357
3999.99999999996,-6.425476445626792,0.0016197613658376381,0.0011233635245710971
4594.793419988092,-6.839933624056432,0.0010701744311198357,0.0007420635826862476
5278.03164309152,-6.368203627113121,0.0017152376661621273,0.0011896191885170104
6062.866266041523,-6.595890719653743,0.001365969672650264,0.0009472664010146126
6964.404506368911,-6.690419109653432,0.001242761810327008,0.00086178797098313
7999.999999999901,-5.565593117698212,0.0038273098267148746,0.002656411039405171
9189.586839976162,-4.302962800571852,0.013528417572704404,0.009421288040404763
