f0,log_threshold,threshold,weber_fraction
250.0,-5.858672013962318,0.0028550326097445517,0.0019809172331752833
287.1745887492586,-6.104010929258234,0.002233889752758206,0.0015496137963406653
329.87697769322324,-6.388711688647279,0.0016804197112441862,0.0011654568025705192
378.9291416275989,-6.192887449194332,0.0020439165195251224,0.0014177390158987002
435.2752816480612,-6.18562231602613,0.0020588199172560115,0.001428083963045168
499.9999999999988,-6.394842130973164,0.0016701495077311016,0.001158329768719213
574.3491774985158,-6.173818593473088,0.00208326564782631,0.001445052794183832
659.7539553864449,-6.2332390193124825,0.0019630831237686737,0.0013616317122564503
757.858283255196,-6.258277782153841,0.0019145402142901563,0.0013279390829119553
870.5505632961202,-6.612387796721438,0.0013436200244981299,0.0009317602508511769
999.999999999995,-6.581730123732615,0.0013854502197804205,0.0009607821694148644
1148.698354997029,-6.450787206598239,0.0015792784608480797,0.0010952717849868066
1319.5079107728864,-6.409565787532399,0.0016457389473181747,0.00114139020183468
1515.7165665103882,-6.350306049315939,0.0017462126272921727,0.001211115167623067
1741.101126592236,-6.337828421324156,0.0017681377209701025,0.001226331005810266
1999.9999999999848,-6.715613141020528,0.0012118427535827148,0.0008403382744535115
2297.396709994052,-6.704846930243912,0.0012249601939551375,0.000849438273255565
2639.0158215457664,-6.340588893696719,0.0017632635562342034,0.0012229483548040765
3031.433133020769,-6.3528176172274735,0.0017418323986141753,0.001208075351960325
3482.202253184464,-6.4266931244001055,0.0016177918349521603,0.001121996817136095
3999.99999999996,-6.361338902735494,0.0017270528074281332,0.0011978185964915955
4594.793419988092,-6.521376895023688,0.0014716414109798308,0.001020584537141156
5278.03164309152,-6.5460146582485095,0.0014358264700402564,0.0009957344842228544
6062.866266041523,-6.4518828461862485,0.0015775490884033388,0.0010940717631588992
6964.404506368911,-6.441801022076348,0.0015935341045006093,0.0011051639157293458
7999.999999999901,-5.483088972513072,0.004156470623957173,0.0028852000953214496
9189.586839976162,-4.260777876955705,0.014111321268099985,0.00982921505575196
