f0,log_threshold,threshold,weber_fraction
250.0,-5.838582384661846,0.0029129691699702875,0.0020211561553005186
287.1745887492586,-5.980087328476917,0.002528605463323235,0.0017542326165995714
329.87697769322324,-6.014009837217825,0.002444267389337922,0.001695673079921578
378.9291416275989,-6.432689674928074,0.0016081196931965638,0.0011152850997355745
435.2752816480612,-6.075579760828469,0.0022983133277537536,0.0015943390123398515
499.9999999999988,-6.116006594703507,0.0022072528417900173,0.0015311220563301031
574.3491774985158,-6.102980079984508,0.0022361937437170945,0.001551213277195762
659.7539553864449,-6.2129687449722955,0.002003281395848705,0.0013895333595053128
757.858283255196,-6.088821046073592,0.002268081302550832,0.0015733505794559566
870.5505632961202,-6.473357129354385,0.0015440335021143223,0.0010708153825189637
999.999999999995,-6.273241658828664,0.0018861045550850307,0.0013082030065991734
1148.698354997029,-6.167975702013105,0.002095473572948695,0.0014535269467925716
1319.5079107728864,-6.2483765845319175,0.0019335906105445034,0.0013411614337377475
1515.7165665103882,-6.047398848397757,0.0023640031465819037,0.001639945357914785
1741.101126592236,-6.101527278864918,0.0022394448495248434,0.0015534702702142411
1999.9999999999848,-6.111322242411273,0.0022176166466042076,0.0015383167232916328
2297.396709994052,-6.296549421295219,0.0018426520357480974,0.0012780450677432054
2639.0158215457664,-6.267053958920906,0.0018978113858922957,0.0013163282118202613
3031.433133020769,-6.568290245904084,0.0014041961910804279,0.0009737884551999088
3482.202253184464,-6.536562086944244,0.0014494630710636626,0.0010051961123442865
3999.99999999996,-6.224089602133987,0.0019811266080356302,0.001374155610462502
4594.793419988092,-6.5977293839111315,0.0013634604205794486,0.0009455254739678676
5278.03164309152,-6.547780161060338,0.0014332937507894558,0.0009939771904985406
6062.866266041523,-6.44117191356821,0.0015945369257723808,0.00110585978691069
6964.404506368911,-6.3054415722371715,0.0018263395298313081,0.0012667237134502685
7999.999999999901,-4.994455285898343,0.006775410755755831,0.004707402030291741
9189.586839976162,-4.054335933295531,0.01734699592184801,0.012096600464735152
