f0,log_threshold,threshold,weber_fraction
250.0,-10.50384780626646,2.743069801318697e-05,1.90136917466166e-05
287.1745887492586,-10.41867745964224,2.9869356789153707e-05,2.070407476995051e-05
329.87697769322324,-10.438146611852076,2.9293450133816643e-05,2.030487851034657e-05
378.9291416275989,-10.524865605507948,2.686018161077673e-05,1.8618232469957974e-05
435.2752816480612,-10.608809021886662,2.4697487951108248e-05,1.7119140671040256e-05
499.9999999999988,-10.924832239060619,1.8005518944038133e-05,1.2480552572080583e-05
574.3491774985158,-10.755756044735676,2.1322322171464054e-05,1.4779616713589405e-05
659.7539553864449,-10.898519992637949,1.848557254362057e-05,1.281330457936214e-05
757.858283255196,-11.056496886668354,1.57842667925081e-05,1.0940879875409593e-05
870.5505632961202,-11.031093069413979,1.6190384045290492e-05,1.1222382023667876e-05
999.999999999995,-10.869066078438147,1.9038142741690866e-05,1.3196322035113894e-05
1148.698354997029,-10.595017347589442,2.5040467354500448e-05,1.735687997550528e-05
1319.5079107728864,-10.316989448565678,3.306651402387469e-05,2.2920223630817915e-05
1515.7165665103882,-9.949826538749186,4.773591354995829e-05,3.308856130290749e-05
1741.101126592236,-8.945594535795742,0.00013030997328797967,9.032806991782216e-05
1999.9999999999848,-6.596398577765555,0.0013652761299970562,0.0009467852186189063
2297.396709994052,-6.363803921012345,0.001722800833442557,0.001194867826796564
2639.0158215457664,-6.31965420809598,0.001800566019746603,0.0012488364075680103
3031.433133020769,-6.193962894785064,0.0020417195800725447,0.001416214055735887
3482.202253184464,-6.359011856246202,0.0017310764193507779,0.0012006108963078521
3999.99999999996,-6.298427360071064,0.0018391948952049277,0.0012756457008089583
4594.793419988092,-6.517536283560634,0.0014773042813339928,0.001024513753473677
5278.03164309152,-6.282610437387008,0.0018685165767547837,0.0012959960750373867
6062.866266041523,-6.36084122955282,0.0017279125292079451,0.0011984152241937274
6964.404506368911,-5.981625055344207,0.002524720146808906,0.001751534799727672
7999.999999999901,-4.977611288553619,0.006890502336537634,0.004787556167040963
9189.586839976162,-3.8108180982901136,0.022130066979402573,0.015457645895500693
